id,level,duration,is_verified,created_by,created_at,updated_at,study_id,skill_id
62,1,3,0,,2024-09-11 10:16:32,2024-09-11 10:16:32,17,267
63,1,3,0,,2024-09-11 10:16:32,2024-09-11 10:16:32,17,268
64,1,3,0,,2024-09-11 10:16:32,2024-09-11 10:16:32,17,269
65,1,3,0,,2024-09-11 10:16:32,2024-09-11 10:16:32,17,270
66,1,3,0,,2024-09-11 10:16:32,2024-09-11 10:16:32,17,271
67,1,3,0,,2024-09-11 10:16:32,2024-09-11 10:16:32,17,272
68,1,3,0,,2024-09-11 10:16:32,2024-09-11 10:16:32,17,105
69,3,4,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,19,19
70,3,4,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,19,265
71,3,4,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,19,307
72,3,4,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,19,79
73,3,4,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,19,282
74,2,2,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,19,114
75,1,1,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,20,20
76,1,1,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,20,21
77,1,1,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,20,28
78,1,1,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,20,307
79,0,0,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,21,223
80,0,0,0,,2024-09-11 10:16:37,2024-09-11 10:16:37,21,308
81,1,2,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,22,368
82,1,2,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,22,369
83,1,2,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,22,370
84,1,1,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,23,371
85,1,1,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,23,372
86,2,2,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,24,373
87,2,2,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,24,374
88,1,2,0,,2024-09-11 10:19:13,2024-09-11 10:19:13,24,375
89,2,2,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,26,20
90,2,2,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,26,59
91,2,2,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,26,35
92,2,2,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,26,36
93,2,2,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,26,209
94,2,2,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,26,40
95,3,3,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,19
96,3,3,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,54
97,2,3,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,43
98,3,3,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,20
99,2,3,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,59
100,3,3,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,109
101,1,1,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,286
102,1,1,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,294
103,3,3,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,209
104,2,2,0,,2024-09-11 10:19:19,2024-09-11 10:19:19,27,79
105,0,2,0,,2024-09-11 10:19:23,2024-09-11 10:19:23,28,376
106,0,2,0,,2024-09-11 10:19:23,2024-09-11 10:19:23,28,377
107,0,3,0,,2024-09-11 10:19:23,2024-09-11 10:19:23,29,223
108,0,3,0,,2024-09-11 10:19:23,2024-09-11 10:19:23,29,378
109,0,3,0,,2024-09-11 10:19:23,2024-09-11 10:19:23,30,223
110,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,19
111,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,288
112,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,396
113,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,37
114,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,397
115,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,21
116,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,28
117,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,440
118,1,5,0,,2024-09-19 17:27:56,2024-09-19 17:27:56,31,265
119,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,19
120,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,20
121,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,21
122,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,28
123,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,336
124,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,265
125,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,212
126,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,311
127,0,3,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,33,43
128,0,2,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,34,79
129,0,2,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,34,81
130,0,2,0,,2024-09-19 17:28:08,2024-09-19 17:28:08,34,286
131,0,1,0,,2024-09-19 17:28:09,2024-09-19 17:28:09,35,441
132,3,3,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,19
133,3,3,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,448
134,3,3,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,42
135,3,3,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,49
136,3,3,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,43
137,3,3,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,288
138,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,81
139,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,79
140,3,3,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,55
141,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,80
142,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,28
143,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,21
144,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,37
145,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,20
146,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,316
147,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,114
148,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,112
149,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,291
150,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,410
151,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,387
152,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,447
153,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,84
154,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,272
155,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,87
156,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,433
157,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,36,113
158,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,37,36
159,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,37,35
160,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,37,21
161,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,37,67
162,2,2,0,,2024-09-19 17:38:22,2024-09-19 17:38:22,37,69
163,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,19
164,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,265
165,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,353
166,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,43
167,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,114
168,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,113
169,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,410
170,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,387
171,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,456
172,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,450
173,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,327
174,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,42
175,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,35
176,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,36
177,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,40
178,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,21
179,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,267
180,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,269
181,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,79
182,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,457
183,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,80
184,3,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,81
185,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,20
186,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,451
187,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,452
188,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,119
189,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,112
190,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,330
191,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,272
192,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,429
193,2,2,0,,2024-09-19 17:39:45,2024-09-19 17:39:45,38,458
194,0,2,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,39,186
195,0,2,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,39,304
196,0,2,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,39,474
197,0,2,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,39,475
198,0,2,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,39,482
199,0,1,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,40,483
200,0,1,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,40,484
201,0,1,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,40,145
202,0,2,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,41,302
203,0,2,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,41,303
204,0,1,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,42,302
205,0,1,0,,2024-09-30 09:19:18,2024-09-30 09:19:18,43,3
206,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,19
207,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,209
208,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,287
209,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,21
210,1,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,17
211,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,336
212,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,65
213,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,357
214,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,267
215,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,268
216,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,82
217,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,79
218,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,80
219,1,1,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,500
220,0,0,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,96
221,1,1,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,203
222,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,114
223,2,1,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,109
224,1,1,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,501
225,2,2,0,,2024-10-23 09:20:06,2024-10-23 09:20:06,44,291
226,3,3,0,,2024-10-23 09:20:10,2024-10-23 09:20:10,45,502
227,1,3,0,,2024-10-23 09:20:10,2024-10-23 09:20:10,45,503
228,3,3,0,,2024-10-23 09:20:10,2024-10-23 09:20:10,45,504
229,0,2,0,,2024-10-23 09:20:10,2024-10-23 09:20:10,46,223
230,0,2,0,,2024-10-23 09:20:10,2024-10-23 09:20:10,46,441
231,0,2,0,,2024-10-23 09:20:10,2024-10-23 09:20:10,46,505
232,3,3,0,,2024-11-08 15:00:39,2024-11-08 15:00:39,51,534
233,2,2,0,,2024-11-08 15:00:39,2024-11-08 15:00:39,51,303
234,1,1,0,,2024-11-08 15:00:39,2024-11-08 15:00:39,51,483
235,3,4,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,51
236,3,4,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,310
237,3,4,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,81
238,3,4,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,52
239,1,2,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,281
240,2,3,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,114
241,1,1,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,47
242,1,1,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,53
243,1,1,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,79
244,1,1,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,45
245,2,3,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,269
246,1,1,0,,2024-11-08 15:00:44,2024-11-08 15:00:44,52,43
247,3,3,0,,2024-11-08 15:01:00,2024-11-08 15:01:00,53,543
248,3,3,0,,2024-11-08 15:01:00,2024-11-08 15:01:00,53,544
249,3,3,0,,2024-11-08 15:01:00,2024-11-08 15:01:00,53,545
250,3,2,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,54,19
251,3,2,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,54,43
252,3,2,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,54,265
253,3,2,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,54,82
254,3,2,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,55,375
255,2,1,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,55,504
256,1,1,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,56,503
257,0,0,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,57,441
258,0,0,0,,2024-11-12 10:01:25,2024-11-12 10:01:25,57,223
259,3,3,0,,2024-11-12 10:01:27,2024-11-12 10:01:27,58,590
260,3,3,0,,2024-11-12 10:01:27,2024-11-12 10:01:27,58,591
261,0,2,0,,2024-11-12 10:01:27,2024-11-12 10:01:27,59,223
262,0,2,0,,2024-11-12 10:01:27,2024-11-12 10:01:27,59,441
263,0,1,0,,2024-11-12 10:01:27,2024-11-12 10:01:27,60,592
264,2,2,0,,2024-11-12 10:01:34,2024-11-12 10:01:34,61,19
265,2,2,0,,2024-11-12 10:01:34,2024-11-12 10:01:34,61,440
266,2,2,0,,2024-11-12 10:01:34,2024-11-12 10:01:34,61,65
267,3,4,0,,2024-11-12 10:01:35,2024-11-12 10:01:35,63,19
268,3,4,0,,2024-11-12 10:01:35,2024-11-12 10:01:35,63,209
269,3,4,0,,2024-11-12 10:01:35,2024-11-12 10:01:35,63,615
270,3,14,0,,2024-11-12 10:01:35,2024-11-12 10:01:35,64,557
271,2,14,0,,2024-11-12 10:01:35,2024-11-12 10:01:35,64,594
272,3,15,0,,2024-11-12 10:01:35,2024-11-12 10:01:35,65,616
273,3,3,0,,2024-11-12 10:01:39,2024-11-12 10:01:39,66,19
274,2,3,0,,2024-11-12 10:01:39,2024-11-12 10:01:39,66,370
275,2,3,0,,2024-11-12 10:01:39,2024-11-12 10:01:39,66,628
276,2,3,0,,2024-11-12 10:01:39,2024-11-12 10:01:39,66,553
277,2,3,0,,2024-11-12 10:01:39,2024-11-12 10:01:39,67,223
278,2,3,0,,2024-11-12 10:01:39,2024-11-12 10:01:39,67,441
279,1,3,0,,2024-11-12 10:01:39,2024-11-12 10:01:39,68,629
280,3,2,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,69,434
281,3,2,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,69,647
282,3,2,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,70,648
283,2,2,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,70,649
284,3,4,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,71,19
285,2,4,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,71,265
286,3,4,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,72,209
287,2,3,0,,2024-11-12 10:01:44,2024-11-12 10:01:44,72,43
288,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,74,19
289,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,74,440
290,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,74,65
291,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,74,43
292,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,75,35
293,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,75,36
294,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,75,21
295,3,8,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,75,79
296,3,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,19
297,3,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,440
298,3,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,35
299,2,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,36
300,2,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,21
301,2,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,28
302,1,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,79
303,0,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,310
304,0,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,22
305,0,3,0,,2024-11-12 10:02:02,2024-11-12 10:02:02,76,288
306,3,1,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,78,524
307,3,1,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,78,650
308,3,5,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,79,19
309,3,5,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,79,553
310,3,5,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,79,370
311,3,3,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,80,651
312,2,3,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,80,652
313,2,1,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,81,653
314,2,1,0,,2024-11-12 10:02:20,2024-11-12 10:02:20,81,217
315,3,20,0,,2024-12-11 11:08:28,2024-12-11 11:08:28,82,145
316,3,20,0,,2024-12-11 11:08:28,2024-12-11 11:08:28,82,545
317,3,20,0,,2024-12-11 11:08:29,2024-12-11 11:08:29,83,368
318,3,20,0,,2024-12-11 11:08:29,2024-12-11 11:08:29,83,689
319,3,20,0,,2024-12-11 11:08:29,2024-12-11 11:08:29,83,690
320,1,2,0,,2024-12-16 10:29:02,2024-12-16 10:29:02,84,20
321,1,2,0,,2024-12-16 10:29:02,2024-12-16 10:29:02,84,725
322,1,2,0,,2024-12-16 10:29:02,2024-12-16 10:29:02,84,726
323,0,0,0,,2024-12-16 10:29:02,2024-12-16 10:29:02,84,108
324,1,2,0,,2024-12-16 10:29:02,2024-12-16 10:29:02,85,374
325,1,2,0,,2024-12-16 10:29:02,2024-12-16 10:29:02,86,370
326,3,2,0,,2024-12-16 10:29:07,2024-12-16 10:29:07,88,648
327,3,2,0,,2024-12-16 10:29:07,2024-12-16 10:29:07,88,763
328,0,0,0,,2024-12-16 10:29:07,2024-12-16 10:29:07,89,223
329,1,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,90,648
330,3,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,90,374
331,3,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,90,434
332,3,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,90,724
333,1,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,90,373
334,3,1,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,91,434
335,3,1,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,91,724
336,3,1,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,91,374
337,1,1,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,91,648
338,3,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,92,502
339,3,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,92,374
340,3,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,92,434
341,3,2,0,,2024-12-16 10:29:09,2024-12-16 10:29:09,92,724
342,3,3,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,93,690
343,2,3,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,93,545
344,2,3,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,93,769
345,1,3,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,93,803
346,2,4,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,94,223
347,2,4,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,94,804
348,3,4,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,94,502
349,2,4,0,,2024-12-16 10:29:22,2024-12-16 10:29:22,94,769
350,0,0,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,95,223
351,0,0,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,95,805
352,3,4,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,96,20
353,3,4,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,96,19
354,3,4,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,96,793
355,3,2,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,97,434
356,3,2,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,97,724
357,3,2,0,,2024-12-16 10:29:33,2024-12-16 10:29:33,97,781
358,3,4,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,98,434
359,3,4,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,98,724
360,3,4,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,98,807
361,3,2,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,99,34
362,3,2,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,99,807
363,3,3,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,100,502
364,3,3,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,100,378
365,1,3,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,101,725
366,1,3,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,101,794
367,1,3,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,101,783
368,1,3,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,101,724
369,0,2,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,102,441
370,0,2,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,102,228
371,3,4,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,103,434
372,3,4,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,103,724
373,3,4,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,103,781
374,3,2,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,104,736
375,3,2,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,104,648
376,3,1,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,105,375
377,1,2,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,106,370
378,2,2,0,,2024-12-17 10:36:51,2024-12-17 10:36:51,108,832
379,1,1,0,,2024-12-17 10:36:51,2024-12-17 10:36:51,108,763
