id,level,duration,is_verified,created_by,created_at,updated_at,experience_id,skill_id
148,3,2,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,114
149,2,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,393
150,2,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,394
151,2,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,387
152,2,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,87
153,2,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,334
154,2,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,113
155,1,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,291
156,1,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,96
157,1,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,111
158,1,1,0,,2024-09-11 10:19:52,2024-09-11 10:19:52,35,124
159,2,2,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,36,19
160,2,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,36,43
161,3,2,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,36,265
162,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,36,113
163,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,36,114
164,2,2,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,37,19
165,2,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,37,265
166,2,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,37,310
167,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,37,114
168,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,37,80
169,2,2,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,38,19
170,2,2,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,38,43
171,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,38,114
172,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,38,434
173,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,38,79
174,1,1,0,,2024-09-19 17:28:30,2024-09-19 17:28:30,39,434
175,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,19
176,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,265
177,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,112
178,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,114
179,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,113
180,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,329
181,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,408
182,0,0,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,40,409
183,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,41,19
184,2,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,41,362
185,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,41,112
186,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,41,329
187,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,41,114
188,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,41,113
189,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,42,442
190,2,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,42,410
191,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,42,411
192,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,42,112
193,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,42,265
194,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,42,413
195,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,42,311
196,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,43,443
197,3,6,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,43,265
198,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,43,444
199,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,43,329
200,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,43,43
201,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,445
202,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,336
203,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,415
204,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,109
205,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,112
206,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,329
207,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,446
208,2,2,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,65
209,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,419
210,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,421
211,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,268
212,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,422
213,1,1,0,,2024-09-19 17:28:35,2024-09-19 17:28:35,44,423
214,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,45,19
215,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,45,265
216,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,45,454
217,2,1,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,46,19
218,2,1,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,46,42
219,1,1,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,46,80
220,1,1,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,46,84
221,1,1,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,46,387
222,3,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,47,265
223,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,47,55
224,3,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,47,42
225,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,47,455
226,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,47,267
227,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,47,338
228,2,2,0,,2024-09-19 17:38:41,2024-09-19 17:38:41,47,90
229,2,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,19
230,2,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,54
231,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,43
232,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,110
233,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,456
234,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,457
235,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,360
236,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,356
237,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,212
238,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,353
239,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,48,114
240,2,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,50,19
241,2,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,50,54
242,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,50,43
243,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,50,114
244,1,1,0,,2024-09-19 17:40:37,2024-09-19 17:40:37,50,113
245,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,459
246,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,460
247,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,461
248,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,462
249,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,463
250,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,464
251,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,465
252,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,466
253,2,6,0,,2024-09-23 13:53:14,2024-09-23 13:53:14,53,467
254,3,2,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,56,304
255,3,2,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,56,474
256,3,2,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,56,475
257,2,2,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,56,482
258,1,0,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,57,485
259,1,0,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,57,486
260,1,0,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,57,487
261,2,2,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,58,473
262,2,2,0,,2024-09-30 16:53:50,2024-09-30 16:53:50,58,488
263,2,2,0,,2024-09-30 16:53:51,2024-09-30 16:53:51,58,489
264,2,2,0,,2024-09-30 16:53:51,2024-09-30 16:53:51,58,490
265,2,1,0,,2024-09-30 16:53:51,2024-09-30 16:53:51,59,491
266,2,1,0,,2024-09-30 16:53:51,2024-09-30 16:53:51,59,492
267,2,1,0,,2024-09-30 16:53:51,2024-09-30 16:53:51,59,493
268,3,2,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,60,19
269,3,2,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,60,440
270,2,2,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,60,291
271,3,2,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,61,19
272,3,2,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,61,440
273,3,1,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,61,114
274,3,2,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,62,506
275,3,2,0,,2024-10-23 09:20:20,2024-10-23 09:20:20,62,497
276,1,0,0,,2024-11-08 15:00:40,2024-11-08 15:00:40,68,236
277,1,0,0,,2024-11-08 15:00:40,2024-11-08 15:00:40,68,237
278,1,0,0,,2024-11-08 15:00:40,2024-11-08 15:00:40,69,535
279,1,0,0,,2024-11-08 15:00:40,2024-11-08 15:00:40,69,536
280,3,3,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,70,143
281,3,3,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,70,546
282,3,3,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,70,380
283,3,4,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,71,476
284,3,4,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,71,142
285,3,4,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,71,547
286,2,2,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,72,523
287,3,2,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,72,548
288,2,2,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,72,549
289,2,1,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,73,550
290,3,1,0,,2024-11-08 15:01:04,2024-11-08 15:01:04,73,551
291,2,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,76,42
292,2,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,76,269
293,3,2,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,76,264
294,3,2,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,76,81
295,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,77,42
296,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,77,289
297,2,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,77,81
298,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,78,42
299,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,78,281
300,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,78,289
301,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,79,552
302,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,79,42
303,3,1,0,,2024-11-08 15:01:10,2024-11-08 15:01:10,79,289
304,1,1,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,80,434
305,1,1,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,80,539
306,3,2,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,81,434
307,3,2,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,81,374
308,3,2,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,81,553
309,2,2,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,81,143
310,3,1,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,82,541
311,3,1,0,,2024-11-08 15:01:30,2024-11-08 15:01:30,82,554
312,2,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,83,19
313,2,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,83,288
314,2,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,83,43
315,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,83,555
316,2,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,84,19
317,2,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,84,265
318,2,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,84,43
319,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,84,555
320,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,85,19
321,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,85,440
322,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,85,43
323,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,85,44
324,1,1,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,86,307
325,1,1,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,86,22
326,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,87,19
327,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,87,440
328,3,2,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,87,43
329,2,1,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,87,307
330,2,1,0,,2024-11-12 10:01:43,2024-11-12 10:01:43,87,646
331,2,12,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,88,19
332,2,12,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,88,440
333,1,1,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,88,91
334,2,12,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,88,80
335,3,5,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,89,407
336,3,5,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,89,595
337,3,5,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,89,82
338,2,2,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,90,440
339,1,2,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,90,362
340,2,2,0,,2024-11-12 10:01:53,2024-11-12 10:01:53,90,79
341,3,2,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,91,19
342,1,2,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,91,114
343,1,2,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,91,209
344,1,2,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,91,109
345,2,1,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,92,265
346,3,1,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,92,80
347,2,1,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,92,114
348,3,1,0,,2024-11-12 10:01:57,2024-11-12 10:01:57,92,329
349,3,1,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,93,19
350,2,0,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,93,288
351,2,0,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,93,21
352,3,1,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,94,19
353,1,0,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,94,287
354,2,0,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,95,19
355,1,0,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,95,265
356,1,0,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,95,328
357,1,0,0,,2024-11-12 10:02:01,2024-11-12 10:02:01,95,410
358,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,265
359,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,42
360,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,353
361,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,114
362,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,450
363,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,573
364,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,496
365,2,2,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,387
366,3,4,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,96,329
367,3,3,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,97,265
368,2,3,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,97,310
369,2,3,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,97,267
370,3,3,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,97,329
371,3,3,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,98,440
372,2,3,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,98,310
373,3,3,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,98,353
374,3,2,0,,2024-11-12 10:02:03,2024-11-12 10:02:03,99,265
