id,attachment_name,attachment_path,attachment_text_path,attachment_output_path,process_steps,identifier,message,error,created_by,created_at,updated_at,comment_pipeline_id
1,recording.mp3,files/meetings/meeting_audio_paths/2024-12-10T17-49-37_d6a439adaf7046edb5ef365d7f23485e.mp3,files/meetings/meeting_text_paths/2024-12-10T17-49-39_d6a439adaf7046edb5ef365d7f23485e_English.txt,files/meetings/meeting_output_paths/d6a439adaf7046edb5ef365d7f23485e/2024-12-10T17-49-41_d6a439adaf7046edb5ef365d7f23485e.json,2,d6a439adaf7046edb5ef365d7f23485e,,,,2024-12-10 16:49:39,2024-12-12 13:44:42,
2,recording.mp3,files/meetings/meeting_audio_paths/2024-12-10T18-05-51_83f2c3115c624c0faf3dca658a58dc48.mp3,files/meetings/meeting_text_paths/2024-12-10T18-05-52_83f2c3115c624c0faf3dca658a58dc48_English.txt,files/meetings/meeting_output_paths/83f2c3115c624c0faf3dca658a58dc48/2024-12-10T18-05-54_83f2c3115c624c0faf3dca658a58dc48.json,2,83f2c3115c624c0faf3dca658a58dc48,,,,2024-12-10 17:05:53,2024-12-12 13:44:37,
3,recording.mp3,files/meetings/meeting_audio_paths/2024-12-10T18-15-37_8657ee4236e54dc3b3cdb8c72a371895.mp3,files/meetings/meeting_text_paths/2024-12-10T18-15-39_8657ee4236e54dc3b3cdb8c72a371895_English.txt,files/meetings/meeting_output_paths/8657ee4236e54dc3b3cdb8c72a371895/2024-12-10T18-15-40_8657ee4236e54dc3b3cdb8c72a371895.json,2,8657ee4236e54dc3b3cdb8c72a371895,,,,2024-12-10 17:15:39,2024-12-12 13:44:33,
4,recording.mp3,files/meetings/meeting_audio_paths/2024-12-10T18-19-00_1e4f0c7ebace4a70909933257c74301c.mp3,files/meetings/meeting_text_paths/2024-12-10T18-19-05_1e4f0c7ebace4a70909933257c74301c_English.txt,files/meetings/meeting_output_paths/1e4f0c7ebace4a70909933257c74301c/2024-12-10T18-19-11_1e4f0c7ebace4a70909933257c74301c.json,2,1e4f0c7ebace4a70909933257c74301c,,,,2024-12-10 17:19:06,2024-12-10 17:19:11,14.0
