id,created_by,created_at,updated_at,role_id,permission_id
693,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,103
694,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,105
695,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,107
696,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,110
697,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,112
698,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,114
699,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,115
700,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,116
701,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,117
702,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,118
860,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,1
861,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,2
862,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,3
863,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,4
864,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,5
865,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,6
866,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,7
867,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,8
868,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,9
869,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,10
870,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,11
871,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,12
872,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,13
873,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,14
874,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,15
875,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,16
876,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,17
877,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,18
878,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,19
879,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,20
880,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,21
881,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,22
882,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,23
883,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,24
884,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,25
885,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,26
886,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,27
887,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,28
888,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,29
889,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,30
890,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,31
891,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,32
892,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,33
893,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,34
894,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,35
895,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,36
896,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,37
897,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,38
898,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,39
899,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,40
900,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,41
901,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,42
902,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,43
903,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,44
904,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,45
905,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,46
906,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,47
907,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,48
908,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,49
909,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,50
910,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,51
911,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,52
912,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,53
913,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,54
914,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,55
915,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,56
916,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,57
917,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,58
918,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,59
919,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,60
920,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,61
921,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,62
922,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,63
923,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,64
924,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,65
925,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,66
926,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,67
927,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,68
928,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,69
929,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,70
930,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,71
931,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,72
932,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,73
933,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,74
934,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,75
935,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,76
936,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,77
937,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,78
938,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,79
939,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,80
940,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,81
941,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,82
942,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,83
943,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,84
944,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,85
945,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,86
946,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,87
947,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,88
948,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,89
949,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,90
950,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,91
951,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,92
952,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,93
953,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,94
954,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,95
955,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,96
956,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,97
957,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,98
958,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,99
959,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,100
960,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,101
961,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,102
962,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,103
963,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,104
964,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,105
965,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,106
966,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,107
967,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,108
968,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,109
969,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,110
970,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,111
971,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,112
972,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,113
973,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,114
974,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,115
975,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,116
976,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,117
977,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,118
978,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,119
979,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,120
980,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,121
981,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,122
982,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,123
983,,2024-10-16 13:58:08,2024-10-16 13:58:08,1,124
984,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,18
985,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,19
986,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,20
987,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,32
988,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,36
989,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,41
990,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,40
991,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,39
992,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,38
993,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,35
994,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,34
995,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,37
996,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,33
997,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,44
998,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,42
999,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,45
1000,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,46
1001,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,47
1002,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,48
1003,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,50
1004,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,49
1005,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,52
1006,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,53
1007,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,54
1008,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,56
1009,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,55
1010,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,58
1011,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,59
1012,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,60
1013,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,62
1014,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,61
1015,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,64
1016,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,65
1017,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,66
1018,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,67
1019,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,68
1020,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,69
1021,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,70
1022,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,71
1023,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,72
1024,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,73
1025,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,74
1026,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,75
1027,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,76
1028,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,77
1029,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,78
1030,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,79
1031,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,80
1032,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,81
1033,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,82
1034,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,83
1035,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,84
1036,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,87
1037,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,86
1038,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,85
1039,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,88
1040,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,89
1041,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,90
1042,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,93
1043,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,92
1044,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,91
1045,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,94
1046,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,95
1047,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,96
1048,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,97
1049,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,98
1050,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,99
1051,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,101
1052,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,100
1053,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,103
1054,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,104
1055,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,105
1056,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,108
1057,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,107
1058,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,106
1059,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,109
1060,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,110
1061,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,111
1062,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,112
1063,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,113
1064,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,114
1065,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,115
1066,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,116
1067,,2024-10-31 11:54:00,2024-10-31 11:54:00,4,117
