id,created_by,created_at,updated_at,role_id,permission_id
122,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,6
123,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,7
124,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,8
125,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,9
126,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,12
127,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,11
128,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,10
129,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,13
130,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,16
131,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,19
132,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,22
133,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,25
134,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,28
135,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,31
136,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,34
137,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,37
138,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,40
139,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,43
140,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,46
141,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,49
142,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,121
143,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,118
144,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,115
145,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,112
146,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,109
147,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,106
148,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,103
149,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,100
150,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,94
151,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,97
152,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,91
153,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,88
154,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,85
155,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,82
156,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,79
157,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,76
158,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,55
159,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,52
160,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,58
161,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,61
162,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,64
163,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,67
164,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,70
165,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,73
166,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,17
167,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,14
168,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,20
169,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,23
170,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,26
171,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,29
172,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,32
173,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,35
174,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,38
175,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,41
176,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,44
177,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,47
178,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,50
179,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,53
180,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,56
181,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,59
182,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,65
183,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,62
184,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,68
185,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,71
186,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,74
187,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,77
188,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,80
189,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,83
190,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,86
191,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,89
192,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,92
193,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,95
194,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,98
195,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,101
196,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,104
197,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,107
198,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,110
199,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,113
200,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,116
201,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,119
202,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,120
203,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,117
204,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,114
205,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,111
206,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,108
207,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,105
208,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,102
209,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,99
210,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,96
211,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,93
212,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,90
213,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,87
214,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,84
215,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,81
216,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,78
217,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,75
218,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,72
219,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,69
220,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,15
221,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,18
222,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,21
223,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,24
224,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,27
225,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,30
226,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,33
227,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,36
228,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,39
229,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,42
230,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,45
231,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,48
232,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,51
233,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,54
234,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,57
235,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,60
236,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,63
237,,2024-09-11 10:11:22,2024-09-11 10:11:22,2,66
270,,2024-09-11 10:12:47,2024-09-11 10:12:47,10,116
271,,2024-09-11 10:12:47,2024-09-11 10:12:47,10,115
272,,2024-09-11 10:12:47,2024-09-11 10:12:47,10,113
273,,2024-09-11 10:12:47,2024-09-11 10:12:47,10,114
274,,2024-09-11 10:12:47,2024-09-11 10:12:47,10,117
275,,2024-09-11 10:12:47,2024-09-11 10:12:47,10,119
276,,2024-09-11 10:12:47,2024-09-11 10:12:47,10,118
614,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,6
615,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,8
616,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,7
617,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,9
618,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,14
619,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,15
620,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,16
621,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,18
622,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,19
623,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,20
624,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,21
625,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,22
626,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,23
627,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,25
628,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,26
629,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,27
630,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,29
631,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,30
632,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,31
633,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,32
634,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,35
635,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,36
636,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,38
637,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,39
638,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,40
639,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,41
640,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,42
641,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,46
642,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,47
643,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,48
644,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,50
645,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,52
646,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,53
647,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,54
648,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,56
649,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,58
650,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,59
651,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,60
652,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,61
653,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,64
654,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,85
655,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,79
656,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,82
657,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,81
658,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,92
659,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,98
660,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,121
661,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,122
662,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,123
663,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,120
664,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,111
665,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,104
666,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,113
667,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,62
668,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,66
669,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,65
670,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,68
671,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,69
672,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,70
673,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,71
674,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,72
675,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,73
676,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,75
677,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,76
678,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,77
679,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,87
680,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,90
681,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,93
682,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,99
683,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,80
684,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,83
685,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,86
686,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,88
687,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,91
688,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,94
689,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,95
690,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,97
691,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,100
692,,2024-09-29 17:19:00,2024-09-29 17:19:00,15,101
